0	753.0504017117627	494.2175776679877
1	861.7905146261904	499.22210945591956
2	768.9904805381266	497.9578167958968
3	963.4818789536637	484.5947912357017
4	815.0230954100315	506.7915570918225
5	884.4255672836501	483.04356832659005
6	841.542820686651	480.0068103735057
7	820.032531361723	487.0334188679448
8	855.5836813992339	498.0237033238849
9	781.9850160838785	493.9688588819311
10	738.8000661452583	502.94244554634463
11	975.5699941324559	466.0458808544769
12	926.6095980703967	491.0130126342347
13	961.3774387498581	478.0
14	904.4451359200395	483.9597214696971
15	930.9442528645482	495.22402998944403
16	792.432402710465	504.8245686171931
17	917.3785696207216	491.20615144376427
18	804.6639993967422	486.0
19	968.3669919119076	481.5705959406115
20	826.2970514837539	492.8735715256308
21	833.5068237172071	485.8459708187351
22	736.0	500.2495891076592
23	752.396038124563	493.56104136340923
24	837.4165027854631	510.0
25	878.9111304554452	489.9506210603112
26	877.4735956110475	488.5237684107431
27	774.7011721962572	503.18958086399306
28	768.5628817581676	486.56340568007056
29	805.4214959135332	502.10976176249494
30	857.672867650578	496.0
31	898.8866999259108	498.63351334492233
32	792.785477092692	491.05707089398356
