0	754.3350414000785	494.8723250446349
1	860.4264167542684	499.1180082993808
2	768.9875576122909	497.44001158075145
3	964.3155376862898	484.8589409046432
4	813.3462101364178	506.6528010497367
5	883.5501272457011	485.00278879047
6	840.788316132457	479.872206093766
7	821.3036817953831	486.6740227740762
8	854.9788660100502	498.4260596626361
9	783.8441265351441	493.8450519891179
10	739.7369538155141	502.6897718692003
11	972.1758451932322	465.2637627982324
12	925.932397310622	491.55941812955894
13	960.7555939585725	476.8782270351833
14	906.70295583671	482.235723911571
15	929.1720942834916	495.3414164911158
16	793.1515047841518	504.39625184232557
17	916.3947873889673	491.69541381632814
18	804.1151385717905	484.4571633070412
19	966.9671394139382	482.0320978098866
20	826.8807474943906	492.31368155629343
21	833.766367268221	486.56093021802235
22	736.3177937198125	499.6631505877138
23	752.2596494061705	492.2347189106197
24	838.5046327337901	510.75895925714804
25	879.7363035874919	489.26395560019205
26	878.1676602750142	486.73947656723846
27	776.2430208994925	504.62883172055865
28	767.8314534725408	487.67690193288644
29	806.2111798394974	501.99722166698984
30	857.2541468618408	496.3970769723396
31	897.8964652728146	499.88497970235636
32	792.5552758971468	490.38819441897914
