0	1809618.6172839506	739.7227141977413	2031535.431543273	26	568	0.0	0	0.0
1	1727607.716049383	736.0607641726058	1948425.9453011646	24	568	40.0	1	5.0
2	1660913.2222222222	732.3302902208197	1880612.3092884682	12	525	40.0	1	5.0
5	1656509.8333333335	720.7699004281607	1872740.8034617817	24	483	-80.0	0	5.0
6	1575492.0679012346	718.699092026048	1791101.795509049	30	483	40.0	1	5.0
8	1547398.425925926	715.7567856657918	1762125.4616256636	13	483	-80.0	0	0.0
10	1512452.9814814813	718.2117788267409	1727916.5151295036	30	483	80.0	0	0.0
11	1413711.0802469137	722.905371220059	1630582.6916129314	21	477	-160.0	0	5.0
16	1394228.0925925926	726.1061754397176	1612059.945224508	38	477	40.0	1	0.0
17	1375831.086419753	720.0373781294112	1591842.2998585764	35	494	40.0	1	10.0
18	1319688.6604938272	728.9946219750072	1538387.0470863294	35	494	-40.0	1	10.0
19	1303556.462962963	717.8396089852104	1518908.345658526	40	494	160.0	0	5.0
20	1268643.3580246915	719.0425676041701	1484356.1283059425	33	494	320.0	0	5.0
31	1266555.8950617283	719.4875668887572	1482402.1651283554	33	494	40.0	0	5.0
34	1242716.462962963	719.2825479061767	1458501.227334816	33	494	80.0	0	0.0
35	1233968.1049382717	720.8075464870612	1450210.36888439	33	494	-38.90835222064099	1	0.0
36	1210031.6543209876	717.9073722386252	1425403.8659925752	38	494	-38.200888833882686	1	0.0
41	1190047.9259259258	718.4373449166096	1405579.1294009087	43	494	72.37418562093161	0	0.0
42	1167194.3271604937	720.325626101709	1383292.0149910063	43	450	34.68027811002478	0	0.0
43	1151354.2283950618	722.1409409432997	1367996.5106780517	43	450	-33.0850126535115	0	0.0
45	1145072.0185185184	718.8319875599308	1360721.6147864978	43	450	-64.09188056529213	0	4.005742535330758
49	1115614.9012345679	712.5571680906411	1329382.05166176	43	450	252.53358132476336	0	0.0
53	1108156.9938271604	708.8507640326716	1320812.2230369619	43	450	-59.209580829203375	1	3.700598801825211
55	1097159.475308642	710.7308993267246	1310378.7451066594	43	450	-58.19112853259309	0	0.0
58	1079592.864197531	711.8226317653564	1293139.653727138	43	450	28.49039982740659	1	3.5612999784258235
59	1077774.549382716	710.8296706122078	1291023.4505663782	43	450	-55.04903586730902	1	3.440564741706814
60	1068889.5308641975	711.9087999270525	1282462.1708423132	43	450	54.8175287751032	0	3.42609554844395
62	1058357.2839506173	709.9888972705099	1271353.9531317702	43	423	26.946541341345753	0	0.0
65	1053969.5432098764	714.6153989642079	1268354.1628991389	43	423	-105.44373299420525	0	6.590233312137829
67	1048757.6666666667	713.2838914944602	1262742.8341150049	43	416	-26.205450558807993	1	13.102725279403995
70	1036439.4444444444	716.1949009437452	1251297.914727568	36	416	-25.917576461136466	0	25.917576461136466
71	1024296.4814814815	709.0247279854714	1237003.8998771228	43	416	-25.342133390519262	1	6.3355333476298155
72	996635.7716049383	708.89673574735	1209304.7923291433	43	393	24.64470833833932	1	0.0
73	967960.0185185185	705.0335474919466	1179470.0827661026	43	393	23.35645931622895	1	2.9195574145286187
79	968115.4567901235	701.0929094002998	1178443.3296102134	43	393	-88.2198036117744	0	0.0
80	966598.6296296295	701.3630922896496	1177007.5573165244	43	393	44.02329635507468	1	2.7514560221921673
82	964642.6111111111	704.4439111397132	1175975.784453025	43	399	21.95125558807902	0	0.0
85	948214.1419753085	701.0309742250596	1158523.4342428264	35	399	-21.9079713252403	0	21.9079713252403
89	911375.2716049383	697.498365869881	1120624.7813659026	35	399	-84.76033667446873	1	2.648760521077148
90	894973.9259259258	700.8107940600938	1105217.164143954	35	399	19.7185857389019	1	0.0
91	877162.1604938272	693.8188492710516	1085307.8152751427	44	399	-38.30431567137857	0	2.3940197294611605
93	855000.2098765431	700.3520681538248	1065105.8303226905	44	399	-18.445506243558217	1	2.305688280444777
95	843184.8148148148	700.4882307052708	1053331.284026396	44	399	-35.512073335140386	1	2.2195045834462745
96	827912.2222222221	701.1806094152821	1038266.4050468068	45	399	138.93089659943462	0	4.341590518732333
98	825334.450617284	699.6425053246583	1035227.2022146815	45	399	16.88029387513813	0	0.0
99	814651.9814814815	702.583040140868	1025426.8935237419	45	399	33.56777456273005	0	4.195971820341256
101	796234.1111111111	701.2333435745285	1006604.1141834697	38	399	32.953389045065244	0	4.1191736306331554
103	793001.2037037037	706.2218782423491	1004867.7671764084	38	403	15.90200414286253	0	1.9877505178578163
104	764955.549382716	704.9833611821688	976450.5577373665	38	403	-31.69995441257118	0	3.9624943015713976
105	748035.7283950617	704.0083709047168	959238.2396664767	38	403	15.021151132881949	0	15.021151132881949
108	740318.0617283952	703.4707986616762	951359.301326898	38	403	-14.539031428647144	1	1.817378928580893
109	730592.2160493827	699.0231445351018	940299.1594099132	38	403	-14.323117241146829	1	3.5807793102867076
110	725100.7592592593	699.7600703668874	935028.7803693255	38	403	-56.09971339470442	0	1.7531160435845132
111	696033.8024691358	702.86490966037	906893.2753672468	52	403	-55.539232158988305	1	3.4712020099367695
113	694581.6543209878	704.5419691848036	905944.2450764289	52	403	-13.157525501200988	0	1.6446906876501235
115	665922.5925925926	702.1784816170253	876576.1370777001	52	403	26.267170493526525	0	3.2833963116908156
117	658236.2222222221	700.9928117190624	868534.0657379408	52	370	-12.410910967279184	0	12.410910967279184
119	654959.5	698.133316732822	864399.4950198466	52	370	12.218962634731879	1	6.1094813173659395
120	651789.1851851852	697.2367968199229	860960.2242311621	52	369	-12.121240104800597	1	6.060620052400298
121	649419.012345679	696.4376183849722	858350.2978611707	57	369	12.040442487955584	1	6.020221243977792
123	643597.9012345679	698.2082934609493	853060.3892728527	49	369	-11.979423619315135	1	11.979423619315135
124	638848.1666666666	695.6228951437263	847535.0352097845	49	369	-11.856522339777834	0	5.928261169888918
125	623635.0370370371	697.5280439909781	832893.4502343305	49	358	46.91698500210658	0	0.0
126	613028.7222222221	700.2756265343331	823111.410182522	57	358	-22.794562396664993	1	5.698640599166248
128	604050.8580246913	697.0240003758574	813158.0581374486	57	358	178.87495054403038	0	0.0
129	595150.1913580247	693.8002955301895	803290.2800170815	57	358	87.69302488354695	0	1.3702035138054212
130	593897.2962962963	697.1604423839816	803045.4290114908	57	358	10.748706331488572	0	10.74870633148857
131	594150.7962962963	695.7043533407149	802862.1022985107	59	358	10.743463684328583	0	0.0
132	586894.2283950618	698.2217755433315	796360.7610580613	59	356	21.479079293836847	1	1.342442455864803
135	580984.4444444445	696.0722091081949	789806.1071769029	36	356	10.601084346798787	0	10.601084346798787
136	556433.5432098765	695.2657700702536	765013.2742309526	61	356	-83.70291634834973	0	1.3078580679429646
137	554999.1296296297	694.7939360744173	763437.3104519548	61	355	9.952141673135523	0	2.488035418283881
139	552318.0802469136	689.7947581365147	759256.507687868	61	355	-9.920307637359386	0	9.920307637359388
140	550458.0370370371	689.8801453802989	757422.0806511268	61	355	9.836213050871375	0	1.229526631358922
141	547118.7222222221	692.5393196873596	754880.51812843	63	355	-9.79947703165161	0	9.799477031651612
142	544914.4197530864	693.9770440165756	753107.5329580591	63	349	9.748742704560323	0	9.748742704560323
143	530204.1172839506	695.2242030178804	738771.3781893146	63	331	38.85384798747882	0	0.0
144	529248.5370370371	693.738171164471	737369.9883863784	63	331	-18.8630027730221	0	1.178937673313881
145	527598.1790123457	695.3873350598083	736214.3795302883	63	331	-9.404251517193588	1	4.702125758596794
146	506795.5308641976	694.6965780525647	715204.504279967	66	331	-18.76364429581966	1	0.0
148	506252.0185185185	693.1300038452015	714191.0196720789	66	331	-8.980434903411231	0	0.0
149	504646.5185185185	685.795875004341	710385.2810198208	66	331	8.961373803604376	0	4.480686901802188
150	500900.35185185185	686.6802954939011	706904.4405000221	66	331	-8.89004010228994	1	4.44502005114497
151	490174.06790123455	686.1506880543318	696019.2743175341	72	331	35.300518801708556	0	0.0
152	478224.0987654321	687.3596601499268	684431.9968104102	72	330	8.624172111569814	1	0.0
153	473383.6049382716	685.8432513182197	679136.5803337374	72	332	-33.65425410965448	1	1.0516954409267025
154	472464.5370370371	680.9350735137361	676745.059091158	72	332	16.636855643711197	1	0.0
155	467615.6975308642	681.0315436680962	671925.1606312931	72	332	-66.20550440266231	1	0.0
156	456297.9135802469	681.3412887334516	660700.3002002824	74	336	16.37994431148552	1	4.09498607787138
157	450506.012345679	680.3198405923165	654601.9645233739	74	332	-7.99250947827824	1	3.9962547391391197
159	448858.7839506173	680.2987008316236	652948.3942001044	74	330	-63.09179524923964	0	3.9432372030774774
160	443323.512345679	678.5868692015232	646899.5731061359	74	330	-7.857871626196386	1	7.857871626196387
161	430218.7098765432	680.6641097237518	634417.9427936687	75	330	-15.507552902666943	0	1.938444112833368
162	420969.61111111107	680.7829067999056	625204.4831510828	75	330	-15.083182841498635	1	0.9426989275936647
164	419213.88888888893	679.2113826399889	622977.3036808856	75	330	-7.3871739777805585	1	0.0
165	418705.84567901236	680.7546965766138	622932.2546519965	75	330	-14.700245493633158	1	3.6750613734082895
166	411810.22839506174	680.3517986828078	615915.7679999041	78	330	29.39749765290778	0	3.674687206613473
167	409402.5	680.6091538978276	613585.2461693482	78	330	7.233347949383729	0	0.9041684936729661
171	397400.37037037034	682.0801874982183	602024.4266198358	82	330	57.560321927712494	1	0.0
172	395236.7530864198	681.3336303199626	599636.8421824086	82	324	7.006679727345935	1	3.5033398636729673
173	390295.06790123455	680.6063055761774	594476.9595740878	82	324	55.74496156306606	0	3.484060097691629
175	387133.0987654321	677.5780398841523	590406.5107306777	82	324	6.88518067835387	0	3.442590339176935
176	380789.33950617287	676.9633404321423	583878.3416358156	85	324	13.640255230003794	0	0.8525159518752371
177	377584.5987654321	676.4060715780483	580506.4202388466	85	319	-6.716476661998171	0	6.71647666199817
178	364366.0864197531	676.63866360379	567357.68550089	87	318	26.653053418136942	1	6.663263354534236
179	363762.06790123455	675.0703229665646	566283.1647912039	87	318	-6.4578246299868205	0	0.8072280787483526
